naslov,avtor,ocena_raw,povezava
Hard Revolution (Derek Strange & Terry Quinn #4),George P. Pelecanos,"3.97 avg rating — 2,802 ratings",https://www.goodreads.com/book/show/307548.Hard_Revolution
Lush Life,Richard Price,"3.73 avg rating — 15,219 ratings",https://www.goodreads.com/book/show/1862313.Lush_Life
Living,Henry Green,3.67 avg rating — 535 ratings,https://www.goodreads.com/book/show/1005167.Living
The Great Impersonation,E. Phillips Oppenheim,"3.90 avg rating — 1,061 ratings",https://www.goodreads.com/book/show/19430599-the-great-impersonation
A Judgement in Stone,Ruth Rendell,"3.89 avg rating — 8,310 ratings",https://www.goodreads.com/book/show/83412.A_Judgement_in_Stone
The Well of Loneliness,Radclyffe Hall,"3.77 avg rating — 20,289 ratings",https://www.goodreads.com/book/show/129223.The_Well_of_Loneliness
The Woodlanders,Thomas Hardy,"3.90 avg rating — 18,275 ratings",https://www.goodreads.com/book/show/341281.The_Woodlanders
Live Flesh,Ruth Rendell,"3.74 avg rating — 1,845 ratings",https://www.goodreads.com/book/show/83411.Live_Flesh
The Transit of Venus,Shirley Hazzard,"4.02 avg rating — 5,465 ratings",https://www.goodreads.com/book/show/12738.The_Transit_of_Venus
The Old Men at the Zoo,Angus Wilson,3.38 avg rating — 132 ratings,https://www.goodreads.com/book/show/1654440.The_Old_Men_at_the_Zoo
"The Case of the Gilded Fly (Gervase Fen, #1)",Edmund Crispin,"3.50 avg rating — 3,646 ratings",https://www.goodreads.com/book/show/301321.The_Case_of_the_Gilded_Fly
The Swimming-Pool Library,Alan Hollinghurst,"3.71 avg rating — 11,591 ratings",https://www.goodreads.com/book/show/30106.The_Swimming_Pool_Library
A Dark-Adapted Eye,Barbara Vine(Pseudonym),"3.93 avg rating — 10,140 ratings",https://www.goodreads.com/book/show/83422.A_Dark_Adapted_Eye
A Fatal Inversion,Barbara Vine,"3.94 avg rating — 4,915 ratings",https://www.goodreads.com/book/show/420967.A_Fatal_Inversion
